,KOI_x,KIC,Kepler,Prot_flag,Prot_adopted,Prot_ANG18,Prot_MAZ15,Prot_D20,Prot_MCQ13,Prot_WAL13,KOI_y,Teff,E_Teff,e_Teff,[Fe/H],E_[Fe/H],e_[Fe/H],Ksmag,e_Ksmag,plx,e_plx,R,E_R,e_R,Miso,E_Miso,e_Miso,Riso,E_Riso,e_Riso,rhoiso,E_rhoiso,e_rhoiso,logAiso,E_logAiso,e_logAiso,plxspec,E_plxspec,e_plxspec,r8,RCF,KOI_strip
1562,2418,10027247,Kepler-1229,a,m15,,17.65,17.60,17.62,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,2419,6343170,Kepler-1230,m,,,4.96,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,2420,7107802,,m,,,78.62,11.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,2421,8838950,,m,,,56.27,13.73,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,2422,11360805,,m,,21.81,33.72,19.08,,33.26,K02422,5214,60,60,-0.02,0.04,0.04,12.965,0.024,1.604,0.019,0.773,0.022,0.021,0.841,0.019,0.024,0.778,0.009,0.006,1.77,0.07,0.09,9.42,0.33,0.59,1.539,0.048,0.07,1,,2422
1567,2423,9845898,Kepler-1233,m,,,0.28,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,2424,12453581,Kepler-1234,m,,,45.15,23.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,2426,8081899,Kepler-1235,m,,14.53,59.59,15.51,,14.70,K02426,5327,60,60,0.08,0.04,0.04,12.199,0.023,1.874,0.015,0.929,0.025,0.024,0.871,0.027,0.02,0.924,0.008,0.009,1.1,0.06,0.05,10.03,0.07,0.11,1.908,0.101,0.116,1,,2426
1570,2432,7047363,,a,m15,,27.35,27.52,27.41,27.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,2433,11968463,,m,,23.38,25.11,16.05,,,K02433,5837,60,60,0.01,0.04,0.04,13.819,0.056,0.722,0.022,1.09,0.051,0.048,0.992,0.034,0.032,1.077,0.036,0.032,0.79,0.09,0.08,9.78,0.11,0.16,0.617,0.07,0.083,1.029,,2433
1572,2435,5097868,,m,,,,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,2436,8570333,Kepler-1237,b,m15,,16.22,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,2437,5036705,Kepler-1238,m,,,16.17,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,2439,6867555,,m,,,49.73,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,2440,5339567,Kepler-1240,m,,23.61,28.49,23.36,,,K02440,5670,60,60,0.33,0.04,0.04,12.361,0.029,1.184,0.018,1.317,0.039,0.038,1.093,0.036,0.033,1.305,0.023,0.02,0.49,0.03,0.03,9.85,0.08,0.09,1.135,0.132,0.137,1,,2440
1577,2442,11080405,Kepler-386,m,,,39.04,17.44,,,K02442,5058,60,60,0.07,0.04,0.04,13.605,0.041,1.158,0.036,0.814,0.036,0.035,0.825,0.028,0.025,0.804,0.019,0.017,1.58,0.15,0.13,9.87,0.19,0.38,1.18,0.041,0.044,1.008,,2442
1578,2443,9209624,Kepler-387,m,,20.02,70.49,13.40,,,K02443,5789,60,60,-0.3,0.04,0.04,12.536,0.022,1.273,0.017,1.124,0.03,0.029,0.85,0.019,0.013,1.115,0.015,0.015,0.61,0.03,0.03,10.1,0.03,0.05,1.451,0.128,0.173,1,1.0038,2443
1579,2444,3354846,Kepler-1241,a,m15,,19.22,19.14,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,2445,6516185,,m,,,9.44,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,2448,5857540,Kepler-1242,b,m15,,29.25,15.06,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,2449,12208631,,b,m15,,27.35,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2450,7289317,,m,,,27.29,14.81,,36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,2453,8631751,,m,,,62.50,46.40,62.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,2457,9753154,Kepler-1244,m,,,,19.42,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,2458,7604328,Kepler-1245,a,m15,,25.68,25.26,25.77,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,2460,11236244,Kepler-1246,b,m15,,38.82,19.18,,39.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,2461,9837685,Kepler-1247,m,,,62.87,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,2462,5042210,,m,,22.60,51.38,16.93,,,K02462,5975,60,60,0.09,0.04,0.04,10.373,0.023,2.241,0.023,1.708,0.043,0.042,1.228,0.033,0.084,1.677,0.022,0.019,0.26,0.01,0.02,9.65,0.12,0.06,2.386,0.267,0.314,1.034,1.0004,2462
1590,2463,12454461,Kepler-1248,m,,25.16,78.76,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,2466,8544992,Kepler-388,b,m15,,32.43,16.78,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,2467,11818607,,m,,,64.86,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,2468,8380709,Kepler-1249,m,,,10.76,10.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,2469,6149910,,b,a18,37.31,36.61,12.54,36.82,16.66,K02469,4838,60,60,-0.01,0.04,0.04,12.731,,1.973,0.025,0.738,0.022,0.021,0.763,0.026,0.025,0.732,0.008,0.008,1.94,0.1,0.09,9.78,0.25,0.48,1.969,0.059,0.058,1.164,1.0143,2469
1595,2471,5436013,,m,,,40.11,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,2472,9395719,Kepler-1250,m,,,19.74,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,2473,8753896,,a,m15,,27.56,27.07,28.05,13.88,K02473,5072,60,60,-0.1,0.04,0.04,13.896,0.061,1.25,0.032,0.662,0.03,0.029,0.765,0.018,0.02,0.71,0.011,0.011,2.14,0.09,0.1,9.27,0.46,0.54,1.095,0.033,0.04,1,,2473
1598,2474,8240617,,m,,37.42,25.53,26.38,25.12,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,2477,6846911,,m,,,27.97,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,2479,5963582,,m,,19.86,58.01,18.15,,,K02479,5372,60,60,0.08,0.04,0.04,11.141,0.018,1.299,0.023,2.185,0.066,0.063,1.165,0.024,0.021,2.159,0.046,0.029,0.11,0.01,0.01,9.79,0.03,0.03,1.49,0.191,0.262,1.005,,2479
1601,2480,8189801,,a,m15,,32.15,16.20,,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,2481,4476423,,m,,4.98,,18.82,,,K02481,4807,60,60,0.16,0.04,0.04,11.078,0.018,0.302,0.017,10.48,0.68,0.615,2.292,0.17,0.258,10.072,0.713,0.579,0,0,0,8.95,0.13,0.16,0.563,0.09,0.307,1.003,1.0034,2481
1603,2482,11403389,Kepler-1251,a,m15,,25.27,24.91,25.20,25.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,2483,9851662,Kepler-1252,m,,,13.24,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2484,10453588,Kepler-1253,m,,19.40,107.47,48.18,,,K02484,5711,60,60,-0.33,0.04,0.04,11.016,0.017,1.968,0.021,1.473,0.037,0.036,0.873,0.017,0.015,1.468,0.019,0.016,0.27,0.01,0.01,10.1,0.02,0.03,2.842,0.3,0.896,1,,2484
1606,2485,11125613,Kepler-1254,a,m15,,23.25,23.61,23.32,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,2486,8074328,,m,,32.47,0.22,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,2487,7212184,Kepler-1255,m,,,40.74,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,2488,8559152,Kepler-1256,m,,6.85,15.22,14.83,,,K02488,5994,60,60,-0.01,0.04,0.04,12.234,0.016,1.146,0.016,1.41,0.037,0.036,1.07,0.039,0.03,1.395,0.02,0.023,0.39,0.02,0.02,9.81,0.06,0.08,1.145,0.138,0.147,1,,2488
1610,2489,2718778,,m,,,32.48,18.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2490,3122913,,a,m15,,22.91,22.97,22.75,24.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2491,9229657,Kepler-1257,m,,,32.27,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,2492,11752632,Kepler-1258,m,,39.07,50.56,28.21,,,K02492,5627,60,60,-0.33,0.04,0.04,12.382,0.026,1.418,0.017,1.099,0.03,0.029,0.834,0.01,0.007,1.078,0.013,0.013,0.66,0.03,0.02,10.13,0.01,0.02,1.777,0.103,0.116,1,,2492
1614,2493,10028535,Kepler-1259,a,m15,,23.28,23.49,23.29,22.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2494,7047207,Kepler-1260,m,,,18.03,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,2497,11179076,Kepler-1261,b,m15,,34.04,17.27,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,2498,5959719,Kepler-390,m,,25.27,65.57,15.17,,,K02498,5128,60,60,-0.11,0.04,0.04,12.075,0.023,2.322,0.02,0.813,0.022,0.022,0.787,0.025,0.015,0.806,0.007,0.007,1.5,0.07,0.05,10.04,0.07,0.14,2.449,0.087,0.097,1.009,,2498
1618,2503,8631504,,m,,19.27,77.02,13.59,,,K02503,4885,60,60,0.18,0.04,0.04,11.942,0.017,2.694,0.017,0.766,0.021,0.02,0.819,0.023,0.025,0.766,0.006,0.003,1.81,0.08,0.08,9.66,0.27,0.51,2.611,0.08,0.089,1,,2503
1619,2504,8110767,,a,m15,,19.81,19.91,19.88,22.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,2506,6767840,Kepler-1262,m,,,33.15,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,2507,8379705,,b,m15,,10.79,11.64,10.86,11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,2509,9880190,Kepler-1263,m,,,24.47,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,2512,9574158,,a,m15,,26.59,13.03,26.44,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,2513,9653622,,m,,,13.28,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,2516,7294743,,m,,34.92,47.02,14.20,,,K02516,5431,60,60,0.3,0.04,0.04,11.582,0.016,1.168,0.015,1.971,0.053,0.052,1.173,0.016,0.016,1.948,0.027,0.029,0.16,0.01,0.01,9.85,0.02,0.02,1.258,0.171,0.202,1.005,1.0022,2516
1626,2517,8947520,Kepler-1264,a,a18,20.24,20.14,9.94,20.18,19.72,K02517,5606,60,60,-0.08,0.04,0.04,12.901,0.026,1.272,0.039,0.97,0.039,0.037,0.884,0.033,0.028,0.954,0.03,0.029,1.01,0.12,0.1,9.96,0.11,0.16,1.41,0.054,0.072,1.003,,2517
1627,2519,4047631,,a,m15,,26.91,26.66,26.82,25.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,2520,10059645,Kepler-1265,b,m15,,29.78,15.34,29.79,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,2521,7183745,,m,,16.99,50.14,17.19,,,K02521,4976,60,60,-0.24,0.04,0.04,13.824,0.045,1.202,0.035,0.717,0.032,0.03,0.728,0.025,0.023,0.704,0.014,0.012,2.07,0.14,0.12,9.86,0.21,0.45,1.236,0.031,0.037,1.109,,2521
1630,2522,9177629,,a,a18,38.53,37.90,19.56,38.04,37.40,K02522,4983,60,60,0.23,0.04,0.04,11.529,0.02,3.253,0.016,0.763,0.02,0.02,0.843,0.008,0.02,0.765,0.006,0.002,1.86,0.05,0.06,9.26,0.4,0.64,3.005,0.091,0.112,1,,2522
1631,2523,7778767,,m,,,17.85,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,2524,7515762,Kepler-1268,m,,,84.69,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,2525,5942949,,a,m15,,23.70,24.02,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,2527,7879433,,b,d20,,77.95,30.46,,35.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,2528,9205907,,m,,,46.11,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,2529,8463346,Kepler-436,a,m15,,16.00,16.06,16.01,15.62,K02529,4734,60,60,-0.09,0.04,0.04,13.333,0.036,1.724,0.044,0.655,0.028,0.026,0.709,0.018,0.022,0.671,0.011,0.009,2.34,0.09,0.12,9.57,0.38,0.58,1.609,0.045,0.048,1.029,1.0022,2529
1637,2530,9011825,Kepler-1269,m,,20.31,21.72,7.23,,,K02530,5937,60,60,0.15,0.04,0.04,12.218,0.018,0.936,0.017,1.732,0.051,0.049,1.257,0.036,0.089,1.723,0.032,0.036,0.24,0.01,0.02,9.63,0.13,0.05,0.968,0.111,0.129,1,,2530
1638,2531,4172746,,b,m15,,39.53,20.33,39.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,2532,5174858,,a,m15,,27.66,27.34,28.01,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,2533,11074835,,m,,,,19.03,,,K02533,5005,60,60,0.03,0.04,0.04,11.242,0.023,0.937,0.012,3.009,0.09,0.086,1.28,0.068,0.092,2.992,0.045,0.039,0.05,0,0,9.64,0.11,0.08,0.933,0.131,0.145,1.009,,2533
1641,2534,1996180,,m,,11.39,74.82,5.35,,,K02534,6099,60,60,0.02,0.04,0.04,12.503,0.022,1.227,0.027,1.147,0.036,0.035,1.103,0.036,0.034,1.134,0.032,0.017,0.75,0.05,0.06,9.43,0.16,0.25,1.203,0.09,0.141,1,,2534
1642,2535,9635606,,a,m15,,11.13,11.09,11.17,11.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,2536,3728701,Kepler-1272,m,,,71.36,41.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,2538,1849702,,m,,21.28,69.69,18.60,,,K02538,4972,60,60,-0.23,0.04,0.04,12.146,0.024,1.888,0.093,1.001,0.059,0.054,0.766,0.011,0.008,0.795,0.013,0.009,1.51,0.04,0.05,10.11,0.02,0.05,2.651,0.069,0.084,1.208,,2538
1645,2541,12306058,Kepler-391,m,,21.12,,30.66,,,K02541,5090,60,60,0.15,0.04,0.04,10.97,0.025,1.175,0.017,2.691,0.082,0.079,1.334,0.039,0.041,2.669,0.064,0.044,0.07,0,0,9.6,0.05,0.03,1.261,0.183,0.205,1,,2541
1646,2542,6183511,,a,m13,,,27.85,29.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,2543,12469800,,a,m15,,23.54,23.49,23.45,12.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,2544,8676148,Kepler-1273,a,m15,,17.38,17.51,17.32,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,2545,9696358,Kepler-1274,a,a18,17.02,17.12,17.24,16.71,,K02545,6198,60,60,0.17,0.04,0.04,10.454,0.016,1.652,0.029,2.157,0.06,0.058,1.487,0.034,0.047,2.154,0.041,0.038,0.15,0.01,0.01,9.37,0.07,0.05,1.986,0.288,0.341,1,,2545
1650,2547,4484336,,m,,31.62,82.53,16.44,,,K02547,5925,60,60,-0.13,0.04,0.04,12.593,0.024,1.197,0.023,1.165,0.036,0.035,0.955,0.029,0.028,1.14,0.024,0.022,0.64,0.05,0.05,9.9,0.07,0.08,1.322,0.105,0.144,1.065,1.0107,2547
1651,2548,9580167,,m,,,65.68,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2550,11622985,,m,,,50.14,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,2551,11361283,,m,,,32.18,16.05,,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,2552,8757824,Kepler-1275,b,m15,,7.68,7.56,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,2553,9832208,,b,m15,,31.22,15.22,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,2554,10471621,,m,,,31.18,15.74,30.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,2555,5350244,Kepler-1276,a,a18,9.00,8.80,4.45,8.80,10.13,K02555,6145,60,60,-0.06,0.04,0.04,11.639,0.02,1.881,0.024,1.106,0.028,0.027,1.08,0.033,0.036,1.103,0.016,0.017,0.8,0.05,0.05,9.41,0.17,0.26,1.831,0.133,0.215,1,1.0003,2555
1658,2556,5374403,Kepler-1277,m,,13.17,31.93,15.33,,,K02556,5478,60,60,-0.17,0.04,0.04,12.427,0.023,1.819,0.018,0.855,0.023,0.022,0.834,0.033,0.029,0.847,0.01,0.01,1.37,0.1,0.09,9.9,0.14,0.22,1.863,0.072,0.106,1.049,1.0096,2556
1659,2559,6605493,,m,,21.78,80.99,17.33,,,K02559,5860,60,60,0.12,0.04,0.04,12.336,0.023,1.394,0.014,1.11,0.028,0.027,1.057,0.035,0.034,1.106,0.01,0.011,0.78,0.04,0.04,9.64,0.13,0.17,1.339,0.12,0.18,1.012,,2559
1660,2560,4670217,,m,,,54.62,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,2561,7259298,Kepler-1278,m,,21.97,85.02,15.12,,,K02561,6010,60,60,0.03,0.04,0.04,12.27,0.022,1.149,0.02,1.377,0.04,0.039,1.094,0.036,0.035,1.367,0.024,0.025,0.43,0.03,0.03,9.75,0.07,0.08,1.155,0.14,0.16,1,,2561
1662,2563,5175024,,b,a18,12.39,12.13,12.55,,,K02563,6174,60,60,0.12,0.04,0.04,12.62,0.024,0.693,0.016,1.907,0.062,0.059,1.375,0.031,0.045,1.895,0.048,0.042,0.2,0.02,0.01,9.46,0.08,0.04,0.738,0.113,0.119,1,,2563
1663,2564,9026749,,m,,10.70,30.13,10.30,,,K02564,6137,60,60,-0.11,0.04,0.04,12.602,0.021,0.697,0.016,1.943,0.062,0.06,1.18,0.025,0.023,1.912,0.045,0.042,0.17,0.01,0.01,9.67,0.03,0.03,0.912,0.103,0.121,1,,2564
1664,2569,8247770,,m,,,55.47,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,2571,6867588,,b,a18,30.99,33.67,17.55,33.67,28.25,K02571,5268,60,60,0.26,0.04,0.04,12.532,0.028,1.16,0.031,1.306,0.05,0.048,0.961,0.011,0.009,1.266,0.038,0.036,0.47,0.04,0.04,10.13,0.01,0.02,1.656,0.067,0.098,1.005,,2571
1666,2572,7501646,,m,,,1.87,16.23,,42.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,2573,8256453,,a,m15,,2.69,2.70,2.70,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,2577,12257999,,m,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,2578,6922203,,a,m15,,20.72,20.75,20.71,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,2579,9896018,,m,,,18.27,9.09,,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,2580,11037511,Kepler-1281,m,,,24.28,12.55,25.13,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,2581,11818872,,a,a18,28.86,29.95,30.32,29.91,14.99,K02581,5483,60,60,0.28,0.04,0.04,11.808,0.019,2.304,0.013,0.886,0.022,0.021,0.984,0.014,0.019,0.894,0.007,0.007,1.38,0.04,0.06,9.19,0.28,0.61,2.072,0.108,0.174,1,,2581
1673,2582,11771430,,m,,14.98,19.57,17.21,,,K02582,5857,60,60,0.3,0.04,0.04,12.239,0.024,1.229,0.018,1.316,0.037,0.035,1.161,0.025,0.032,1.311,0.018,0.026,0.51,0.03,0.02,9.66,0.09,0.09,1.115,0.142,0.175,1.108,1.0123,2582
1674,2583,10387742,,m,,27.09,67.92,14.71,,,K02583,5606,60,60,0.11,0.04,0.04,11.076,0.016,2.957,0.022,0.96,0.023,0.022,0.975,0.034,0.034,0.954,0.01,0.008,1.12,0.06,0.06,9.63,0.19,0.27,2.828,0.197,0.287,1,,2583
1675,2585,7673841,,m,,25.73,93.02,17.72,,,K02585,5951,60,60,-0.35,0.04,0.04,12.121,0.015,1.492,0.016,1.141,0.028,0.027,0.874,0.024,0.023,1.139,0.014,0.014,0.59,0.03,0.03,10.03,0.05,0.06,1.773,0.137,0.191,1,,2585
1676,2586,9827149,,m,,,,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,2587,5546691,Kepler-1283,m,,,28.03,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,2588,12156347,,a,m15,,29.26,29.51,29.27,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,2589,10468885,Kepler-1284,m,,,43.73,41.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,2590,12016267,,a,a18,10.87,10.84,10.89,,,K02590,6206,60,60,-0.01,0.04,0.04,10.406,0.017,1.703,0.027,2.15,0.057,0.055,1.375,0.058,0.091,2.132,0.033,0.037,0.14,0.01,0.01,9.47,0.09,0.07,2.076,0.253,0.27,1,,2590
1681,2592,6765135,,m,,,61.23,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,2593,8212002,,a,a18,8.76,8.62,8.79,8.67,8.96,K02593,6213,60,60,0.19,0.04,0.04,10.484,0.011,2.392,0.019,1.463,0.032,0.031,1.263,0.021,0.018,1.467,0.008,0.018,0.4,0.03,0.01,9.47,0.05,0.07,2.663,0.192,0.409,1,1.0025,2593
1683,2594,8004903,Kepler-1286,m,,,0.10,21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,2595,8883329,Kepler-393,m,,19.06,,8.92,,,K02595,6330,60,60,0.05,0.04,0.04,11.995,0.017,1.159,0.018,1.5,0.039,0.038,1.256,0.023,0.021,1.494,0.026,0.016,0.38,0.01,0.02,9.45,0.05,0.05,1.365,0.089,0.167,1,,2595
1685,2597,12120307,,m,,21.13,47.61,7.25,,,K02597,5871,60,60,-0.3,0.04,0.04,13.384,0.042,0.969,0.021,0.993,0.036,0.035,0.87,0.03,0.027,0.985,0.023,0.022,0.91,0.08,0.07,9.95,0.09,0.11,1.064,0.058,0.088,1,,2597
1686,2598,7446631,,m,,,32.82,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,2602,10068659,Kepler-1287,m,,,80.16,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,2603,2443393,,m,,7.21,74.36,15.39,,,K02603,6278,60,60,-0.05,0.04,0.04,11.359,0.018,1.363,0.025,1.732,0.049,0.048,1.259,0.028,0.066,1.715,0.034,0.031,0.25,0.01,0.02,9.53,0.11,0.05,1.491,0.201,0.222,1.002,,2603
1689,2604,9019191,,m,,,1.51,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,2607,5095635,,a,a18,16.02,15.95,16.58,15.94,,K02607,5776,60,60,0.21,0.04,0.04,12.995,0.03,1.235,0.021,0.934,0.029,0.028,1.044,0.012,0.02,0.952,0.015,0.016,1.21,0.04,0.06,8.87,0.37,0.41,1.065,0.064,0.098,1.036,,2607
1691,2608,6269070,Kepler-1288,m,,7.18,20.18,20.45,20.30,,K02608,6431,60,60,0.03,0.04,0.04,11.959,0.02,1.453,0.091,1.223,0.087,0.078,1.236,0.024,0.035,1.235,0.06,0.038,0.65,0.07,0.07,8.99,0.26,0.42,1.383,0.059,0.137,1.001,,2608
1692,2610,2305866,,b,m15,,1.27,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,2612,9602613,,m,,24.50,37.12,19.61,,,K02612,5544,60,60,0.32,0.04,0.04,10.185,0.014,4.157,0.025,1.029,0.024,0.024,1.023,0.031,0.03,1.027,0.008,0.008,0.95,0.05,0.05,9.7,0.15,0.2,3.696,0.367,0.469,1,,2612
1694,2613,9712350,,a,m15,,19.39,19.52,19.44,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,2614,5807769,Kepler-1289,m,,,,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,2615,8025596,Kepler-1290,m,,,18.98,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,2617,4915638,Kepler-1291,m,,,35.94,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,2619,8081905,Kepler-1292,m,,,22.37,15.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,2620,11465950,,m,,,32.53,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,2623,10916600,,a,a18,12.47,12.28,12.29,12.27,,K02623,6219,60,60,0.12,0.04,0.04,12.075,0.024,0.997,0.014,1.692,0.045,0.044,1.325,0.021,0.022,1.689,0.026,0.029,0.27,0.01,0.01,9.47,0.04,0.04,1.119,0.143,0.197,1,,2623
1701,2624,8429314,Kepler-1294,m,,,1.17,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2625,9153570,Kepler-1295,a,m15,,16.51,16.36,16.53,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,2626,11768142,Kepler-1652,m,,,33.53,16.34,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,2627,6124512,Kepler-1296,m,,,41.84,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,2628,10070468,Kepler-1297,m,,,74.10,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,2631,7584650,,m,,21.51,78.48,28.94,,,K02631,5754,60,60,-0.4,0.04,0.04,12.039,0.013,1.18,0.015,1.537,0.039,0.038,0.874,0.018,0.017,1.527,0.02,0.021,0.24,0.01,0.01,10.08,0.03,0.03,1.643,0.249,0.479,1.015,,2631
1707,2632,11337566,Kepler-1298,a,a18,11.13,10.98,11.06,11.06,,K02632,6238,60,60,-0.02,0.04,0.04,10.149,0.018,1.862,0.023,2.201,0.054,0.053,1.414,0.039,0.108,2.189,0.031,0.027,0.13,0.01,0.01,9.43,0.11,0.06,2.493,0.33,0.359,1,,2632
1708,2634,1995519,Kepler-1299,m,,,17.32,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
